restaurant_name,online_order,book_table,rate_out_of_5,total_votes,location,rest_type,approx_cost_for_two,type_of_meal
Moriz Restaurant,Yes,No,2.8,1870,Brookefield,Casual Dining,750,Dine-out
Sherlock's Pub,Yes,Yes,3.5,261,Brookefield,"Pub, Casual Dining","1,500",Dine-out
Mugs N Burgers,Yes,Yes,4.0,130,Brookefield,Cafe,600,Dine-out
Le Charcoal,Yes,Yes,3.9,328,Brookefield,Casual Dining,600,Dine-out
South House,Yes,No,3.8,97,Brookefield,Casual Dining,800,Dine-out
Amanthrana Gardenia,Yes,No,3.8,107,Brookefield,Casual Dining,800,Dine-out
Simhapuri Kitchen,Yes,Yes,4.0,510,Brookefield,Casual Dining,800,Dine-out
Dhaba Social,Yes,No,4.0,463,Brookefield,Casual Dining,700,Dine-out
Apoorva Multi Cuisine Restaurant,Yes,No,3.9,236,Brookefield,Casual Dining,750,Dine-out
Zaica Dine & Wine,Yes,Yes,3.8,818,Brookefield,"Casual Dining, Bar",750,Dine-out
Pita Pocket Factory,Yes,No,3.6,27,Brookefield,Casual Dining,500,Dine-out
Salem Kitchen,No,No,3.4,230,Brookefield,Casual Dining,550,Dine-out
Radha Rani,Yes,No,3.3,244,Brookefield,Quick Bites,400,Dine-out
Hotel Salala,Yes,No,3.5,18,Brookefield,Quick Bites,400,Dine-out
Chai Point,Yes,No,3.9,130,Brookefield,"Beverage Shop, Quick Bites",250,Dine-out
Kaayal,Yes,No,3.2,267,Brookefield,Casual Dining,500,Dine-out
Refresh,Yes,Yes,3.2,501,Brookefield,Cafe,500,Dine-out
Tandoor Box,Yes,No,3.5,69,Brookefield,Casual Dining,850,Dine-out
Madouk Cafe,No,No,4.0,72,Brookefield,Cafe,500,Dine-out
Amaravati Authentic Andhra Restaurant,Yes,No,3.0,148,Brookefield,Casual Dining,600,Dine-out
Juice Berg,Yes,No,3.7,45,Brookefield,"Beverage Shop, Quick Bites",300,Dine-out
Udupi Delux,No,No,2.6,140,Brookefield,Casual Dining,400,Dine-out
Kritunga Restaurant,No,No,2.9,595,Brookefield,Casual Dining,650,Dine-out
Desi Foodizzz,No,No,3.7,28,Brookefield,Casual Dining,600,Dine-out
Jagannath Mess,No,No,,0,Brookefield,Mess,300,Dine-out
Jade,Yes,Yes,3.7,690,Brookefield,Casual Dining,750,Dine-out
Mughal Restaurant,Yes,No,3.3,218,Brookefield,Casual Dining,550,Dine-out
Kakaji,Yes,No,3.7,205,Marathahalli,Quick Bites,350,Dine-out
Biryani Park,Yes,No,3.5,86,Brookefield,Casual Dining,500,Dine-out
Skandas Veg Restaurant,No,No,3.2,22,Brookefield,Casual Dining,400,Dine-out
Shanmukha,Yes,No,4.0,546,Brookefield,Casual Dining,800,Dine-out
Red Chilli,No,No,3.0,18,Brookefield,Fine Dining,600,Dine-out
Mast Kalandar,No,No,2.4,229,Brookefield,Casual Dining,450,Dine-out
Rayalaseema Spices,Yes,No,3.5,35,Brookefield,Casual Dining,550,Dine-out
New Ambur Hot Dum Biryani,No,No,3.0,8,Brookefield,Quick Bites,300,Dine-out
Chef in,No,No,3.6,199,Brookefield,Casual Dining,500,Dine-out
The Crunch,No,No,3.3,6,Brookefield,Beverage Shop,300,Dine-out
Nawabi Kitchen,No,No,,0,Brookefield,Casual Dining,600,Dine-out
Cafe Coffee Day,No,No,2.3,30,Brookefield,Cafe,900,Dine-out
Freshkhilao,Yes,No,3.4,372,Brookefield,Casual Dining,750,Dine-out
North Wale Restaurant,No,No,2.9,115,Brookefield,Casual Dining,800,Dine-out
An Egg Story,No,No,4.1,701,Brookefield,Cafe,600,Dine-out
Nandini Deluxe,No,No,2.8,55,Brookefield,Casual Dining,600,Dine-out
Kalinga Delicacies Restaurant,Yes,No,3.1,11,Brookefield,Casual Dining,400,Dine-out
Jagannath Delicacy,No,No,,0,Brookefield,Casual Dining,500,Dine-out
Kesar Sweet Shop and Fast Food,No,No,4.1,1123,Brookefield,Quick Bites,500,Dine-out
M.M.A. Kabab's & Biriyani Center,Yes,No,3.2,789,Brookefield,Quick Bites,400,Dine-out
Litti House,Yes,No,3.9,195,Brookefield,Quick Bites,300,Dine-out
Chef Baker's,Yes,No,4.0,544,Brookefield,Bakery,450,Dine-out
Taco Bell,Yes,No,4.0,777,Brookefield,Quick Bites,600,Dine-out
Andhra Ruchulu,Yes,No,3.7,106,Brookefield,Food Court,500,Dine-out
HomelyDelight,Yes,No,3.8,33,Brookefield,Quick Bites,300,Dine-out
Sai Foods,Yes,No,4.1,143,Brookefield,Quick Bites,200,Dine-out
Erivum Puliyum,Yes,No,3.9,51,Brookefield,Quick Bites,500,Dine-out
Risalo Pizzeria,Yes,No,4.0,121,Brookefield,Quick Bites,900,Dine-out
Bismillah Bawarchi,Yes,No,3.6,42,Brookefield,Quick Bites,300,Dine-out
Five Star Chicken,Yes,No,3.7,193,Brookefield,Quick Bites,200,Dine-out
Nikhil's Food Court,Yes,No,,0,Brookefield,Quick Bites,300,Dine-out
Donne Biryani Mane,No,No,3.5,13,Brookefield,Quick Bites,250,Dine-out
Punjabi Tasty Khana,Yes,No,3.1,158,Brookefield,Quick Bites,450,Dine-out
Dodda Mane Donne Biryani,No,Yes,3.1,19,Brookefield,Quick Bites,400,Dine-out
Real Fresh Dosa Corner,No,No,3.7,29,Brookefield,Quick Bites,200,Dine-out
D'Brooks,Yes,No,3.4,8,Brookefield,Quick Bites,400,Dine-out
KFC,Yes,No,3.1,420,Brookefield,Quick Bites,450,Dine-out
Goli Vada Pav No. 1,Yes,No,3.7,188,Brookefield,Quick Bites,200,Dine-out
Crunchie Corner,Yes,No,4.0,44,Brookefield,Quick Bites,450,Dine-out
Mayura Sagar,No,No,3.6,194,Brookefield,Quick Bites,250,Dine-out
The Pallavas ( Authentic Taste Of Southern Cuisine ),Yes,No,3.7,24,Brookefield,Quick Bites,400,Dine-out
Juice Berg,Yes,No,3.8,42,Brookefield,Quick Bites,150,Dine-out
Just Parathas,No,No,3.4,5,Brookefield,Quick Bites,250,Dine-out
Mou Tushi Family Restaurant,No,No,3.7,27,Brookefield,Quick Bites,150,Dine-out
Ganesh Bhavan,Yes,No,4.0,69,Brookefield,Quick Bites,200,Dine-out
McDonald's,Yes,No,3.0,394,Brookefield,Quick Bites,500,Dine-out
Sri Udupi Park,Yes,No,3.9,265,Brookefield,Quick Bites,400,Dine-out
Karma Foods,No,No,3.2,8,Brookefield,Quick Bites,250,Dine-out
Ginger & Garlic,Yes,No,3.6,92,Brookefield,Quick Bites,350,Dine-out
Rekha Restaurant,No,No,3.6,97,Brookefield,Quick Bites,450,Dine-out
Chakh Le India,Yes,No,3.3,229,Brookefield,Quick Bites,300,Dine-out
Dunkin' Donuts,Yes,No,4.0,180,Brookefield,"Quick Bites, Dessert Parlor",550,Dine-out
Mayura Grand,No,No,3.9,91,Brookefield,Quick Bites,350,Dine-out
Sri Udupi Park,No,No,3.4,13,Brookefield,Quick Bites,300,Dine-out
Midas Touch,No,No,3.2,19,Brookefield,Bakery,300,Dine-out
Mandya Gowdru Hotel,No,No,3.3,5,Brookefield,Quick Bites,200,Dine-out
Venice Kerala Restaurant,No,No,3.7,32,Brookefield,Quick Bites,200,Dine-out
Domino's Pizza,No,No,3.7,69,Brookefield,Quick Bites,800,Dine-out
Biggies Burger 'n' More,Yes,No,4.0,293,Brookefield,Quick Bites,650,Dine-out
Om Sweets & Fast Food,No,No,3.4,19,Brookefield,Quick Bites,200,Dine-out
Shreya Ranna Ghar,No,No,3.3,6,Brookefield,Quick Bites,350,Dine-out
Chatpata,No,No,3.2,4,Brookefield,Food Court,500,Dine-out
Andhra Spices,No,No,3.2,4,Brookefield,Quick Bites,400,Dine-out
Basaveshwara Khanavali,No,No,,0,Brookefield,Quick Bites,200,Dine-out
Pure & Natural,No,No,,0,Brookefield,Quick Bites,500,Dine-out
Gowdru Mane,No,No,,0,Brookefield,Quick Bites,250,Dine-out
Eat Eroo - Bombay Vada Pav,No,No,,0,Brookefield,Quick Bites,200,Dine-out
Kale Cafe,No,No,,0,Brookefield,Quick Bites,100,Dine-out
Momo Mania,Yes,No,3.9,26,Brookefield,Quick Bites,300,Dine-out
Aashish Foods,Yes,No,2.7,35,Brookefield,Quick Bites,150,Dine-out
Kolkata Famous Kathi Rolls,Yes,No,3.6,37,Brookefield,Quick Bites,150,Dine-out
Andhra Star Biryani,Yes,No,3.2,6,Brookefield,Quick Bites,200,Dine-out
Tastybites.com,Yes,No,3.7,82,Brookefield,Quick Bites,150,Dine-out
Treat,No,No,3.8,54,Brookefield,Food Court,500,Dine-out
Sri Fast Food,No,No,3.1,5,Brookefield,Quick Bites,200,Dine-out
New Ambur Biryani,No,No,,0,Brookefield,Quick Bites,300,Dine-out
Punjabi Thadka,No,No,,0,Brookefield,Quick Bites,400,Dine-out
Parvas Biriyani Park,No,No,,0,Brookefield,Quick Bites,400,Dine-out
Nirvana,No,No,,0,Brookefield,Quick Bites,400,Dine-out
Zam Zam Biriyani Hotel,No,No,,0,Brookefield,Quick Bites,400,Dine-out
Foodu Paddu,No,No,,0,Brookefield,Quick Bites,200,Dine-out
Bangalore Food Cafe,No,No,,0,Brookefield,Quick Bites,300,Dine-out
99 Caffe,Yes,No,3.6,106,Brookefield,Quick Bites,250,Dine-out
Sri Manjunatha Hotel,Yes,No,,0,Brookefield,Quick Bites,250,Dine-out
Aaha,Yes,No,3.6,94,Brookefield,Quick Bites,300,Dine-out
iCloud Irany Cafe,Yes,No,,0,Brookefield,Quick Bites,120,Dine-out
The Hyderabadi Cooks,Yes,No,,0,Brookefield,Quick Bites,300,Dine-out
Risalo Restaurant,Yes,No,,0,Brookefield,Quick Bites,400,Dine-out
Tummy Singh,Yes,No,,0,Brookefield,Quick Bites,700,Dine-out
WOW! Momo,No,No,3.8,22,Brookefield,Food Court,400,Dine-out
Sri Sai Bhavan,Yes,No,3.6,37,Brookefield,Quick Bites,300,Dine-out
Raapchick,Yes,No,3.6,49,Brookefield,Quick Bites,300,Dine-out
Subway,Yes,No,3.8,159,Brookefield,Quick Bites,600,Dine-out
Palak Ande Ka Funda,Yes,No,3.3,90,Brookefield,Quick Bites,300,Dine-out
Koylas,Yes,No,3.0,9,Brookefield,Quick Bites,400,Dine-out
Biergarten,No,Yes,4.7,6865,Whitefield,"Microbrewery, Pub","2,400",Dine-out
Windmills Craftworks,No,No,4.6,5890,Whitefield,"Microbrewery, Pub","2,500",Dine-out
AB's - Absolute Barbecues,No,Yes,4.8,2882,Whitefield,Casual Dining,"1,600",Dine-out
Flechazo,No,Yes,4.9,2745,Whitefield,Casual Dining,"1,400",Dine-out
Oota Bangalore,No,No,4.6,463,Whitefield,Casual Dining,"1,700",Dine-out
Ji Hazoor,Yes,Yes,4.0,2807,Whitefield,"Casual Dining, Bar","1,100",Dine-out
HQ,No,Yes,4.1,460,Whitefield,"Casual Dining, Bar","1,000",Dine-out
The Terrace at Windmills Craftworks,No,No,4.1,450,Whitefield,Casual Dining,"1,800",Dine-out
Uno Chicago Bar & Grill,No,Yes,4.2,103,Whitefield,"Casual Dining, Bar","1,300",Dine-out
Mainland China,Yes,Yes,4.7,1512,Whitefield,Casual Dining,"1,700",Dine-out
Kapoor's Cafe,No,No,4.2,2992,Whitefield,Casual Dining,800,Dine-out
Hyderabad Chefs,Yes,No,4.0,268,Whitefield,Casual Dining,800,Dine-out
Biriyani Zone,Yes,No,3.9,1618,Whitefield,Casual Dining,800,Dine-out
Bufferia,No,Yes,4.0,345,Marathahalli,"Casual Dining, Bar","1,500",Dine-out
NH8,Yes,Yes,4.1,471,Whitefield,Casual Dining,800,Dine-out
Bloomsbury's Global Kitchen & Bakehouse,Yes,Yes,4.5,733,Whitefield,"Cafe, Dessert Parlor",900,Dine-out
Coastal Hub,Yes,Yes,4.0,364,Whitefield,Casual Dining,700,Dine-out
Kava Kitchen & Bar - Fairfield by Marriott,No,No,3.9,69,Whitefield,"Casual Dining, Bar","1,200",Dine-out
M Cafe - Bengaluru Marriott Hotel Whitefield,No,Yes,4.1,821,Whitefield,Fine Dining,"2,500",Dine-out
Suchithra Biryani House,Yes,No,4.0,388,Marathahalli,Casual Dining,500,Dine-out
Beijing Bites,Yes,No,4.0,499,Whitefield,Casual Dining,850,Dine-out
Daily Sushi,Yes,No,3.8,56,Whitefield,Casual Dining,900,Dine-out
Imperial Restaurant,Yes,No,3.7,487,Marathahalli,Casual Dining,700,Dine-out
Toscano Wine Connection,No,No,,0,"Varthur Main Road, Whitefield","Casual Dining, Bar","1,200",Dine-out
Galito's,Yes,Yes,4.6,586,Whitefield,Casual Dining,"1,000",Dine-out
Golkonda Chimney,Yes,Yes,3.7,1813,Marathahalli,Casual Dining,850,Dine-out
Suryawanshi,Yes,No,4.1,926,Whitefield,Casual Dining,700,Dine-out
Amber Rush by The Pool,No,No,3.9,140,Marathahalli,"Bar, Casual Dining","1,500",Dine-out
Salt Mango Tree,Yes,No,4.3,517,Whitefield,Casual Dining,"1,000",Dine-out
Enchanted Garden,Yes,Yes,4.3,330,Whitefield,"Casual Dining, Cafe","1,400",Dine-out
Pablo's Gastrobar,No,No,4.1,1073,Whitefield,Bar,"1,450",Dine-out
The Fat Chef,Yes,Yes,4.1,1739,Whitefield,Casual Dining,"1,400",Dine-out
Sanjha Chulha,Yes,Yes,4.0,152,Marathahalli,Casual Dining,800,Dine-out
Barbeque Nation,No,No,3.8,32,Whitefield,Casual Dining,"1,600",Dine-out
Alto Vino - Bengaluru Marriott Hotel Whitefield,No,Yes,4.3,263,Whitefield,Fine Dining,"3,000",Dine-out
Andhra Biryanis,Yes,No,4.0,108,Whitefield,Casual Dining,700,Dine-out
Cafe Palmyra,No,Yes,4.2,500,Whitefield,"Casual Dining, Cafe","2,000",Dine-out
Potpourri Kitchen,Yes,No,3.6,11,Marathahalli,Casual Dining,500,Dine-out
The Square Table,Yes,Yes,4.2,560,Whitefield,Casual Dining,"1,000",Dine-out
Village Restaurant,Yes,No,3.5,338,Marathahalli,Casual Dining,"1,000",Dine-out
Biryani Kitchen,Yes,No,4.3,627,Whitefield,Food Court,450,Dine-out
Nizam's Biryani House,Yes,No,3.9,756,Marathahalli,Casual Dining,"1,000",Dine-out
Happy Singh,Yes,No,3.8,507,Whitefield,Casual Dining,900,Dine-out
The Dhaba,No,Yes,2.7,442,Marathahalli,Casual Dining,900,Dine-out
Marigold Fine Dine Restaurant,No,Yes,4.0,288,Whitefield,Casual Dining,"1,500",Dine-out
Southern Spice,Yes,No,4.0,121,"Varthur Main Road, Whitefield",Casual Dining,800,Dine-out
Tiffin Room - Miraya Hotel & Residences,No,Yes,3.8,137,Whitefield,Fine Dining,"2,000",Dine-out
Mani's Dum Biryani,Yes,No,3.9,279,Marathahalli,Casual Dining,750,Dine-out
A2B - Adyar Ananda Bhavan,Yes,No,2.7,596,Marathahalli,Casual Dining,400,Dine-out
Flavours Radha Hometel,No,Yes,3.5,185,Whitefield,Casual Dining,800,Dine-out
Chaat Street,Yes,No,4.1,219,"Varthur Main Road, Whitefield",Kiosk,250,Dine-out
Spicy Onion,Yes,No,3.6,30,Whitefield,Casual Dining,400,Dine-out
Puchkas,Yes,No,4.1,673,Marathahalli,Quick Bites,200,Dine-out
The Bahubali,Yes,Yes,3.5,151,Marathahalli,Casual Dining,800,Dine-out
East Delicious,Yes,No,4.0,497,Marathahalli,Casual Dining,600,Dine-out
Chez Mariannick,No,No,4.1,395,Whitefield,Casual Dining,"1,000",Dine-out
Cultch Resto Cafe,No,No,3.7,46,Marathahalli,Cafe,600,Dine-out
Cafe Thulp,Yes,No,3.4,54,"ITPL Main Road, Whitefield",Cafe,"1,000",Dine-out
Bhagini IRIS,No,No,3.6,115,Whitefield,Casual Dining,600,Dine-out
Oregano Soul Food,Yes,No,4.1,142,Whitefield,Cafe,700,Dine-out
Suvai Factory,No,No,,0,Marathahalli,Quick Bites,350,Dine-out
Bhagini Kitchen And Bar,No,No,3.8,35,Marathahalli,"Casual Dining, Bar","1,100",Dine-out
Whats Ap,No,No,3.3,6,Whitefield,Casual Dining,800,Dine-out
Alpha - House of Biryani & Tandoor,Yes,No,3.3,387,Whitefield,Casual Dining,800,Dine-out
Third Wave Coffee Roasters,No,No,,0,Whitefield,Cafe,800,Dine-out
Kaafi Desi,Yes,No,4.1,515,Marathahalli,Quick Bites,150,Dine-out
The Diner,Yes,No,3.6,197,Whitefield,Casual Dining,700,Dine-out
Andhra Vindu Multi Cuisine Restaurant,Yes,No,3.3,11,Marathahalli,Casual Dining,600,Dine-out
Chai Mania,Yes,No,2.8,67,Marathahalli,Cafe,300,Dine-out
Chatpatlal Sweets & Snacks,Yes,No,4.2,334,Marathahalli,"Quick Bites, Sweet Shop",200,Dine-out
The Podium Sports Bar,No,No,3.8,24,Marathahalli,Bar,"1,200",Dine-out
Golden Rice,Yes,No,4.2,175,Marathahalli,Casual Dining,"1,000",Dine-out
Meghana Grand,Yes,No,3.5,131,Whitefield,Casual Dining,800,Dine-out
Kidilum,Yes,No,3.8,207,Whitefield,Quick Bites,350,Dine-out
Auntie Fung's,Yes,No,,0,Whitefield,Food Court,700,Dine-out
JLT Food,Yes,No,3.6,23,Whitefield,Quick Bites,450,Dine-out
Anushka Restaurant,Yes,No,,0,Whitefield,Casual Dining,550,Dine-out
Aahar Vihar,Yes,No,4.0,68,Marathahalli,Quick Bites,250,Dine-out
Starbucks,No,No,3.9,34,Whitefield,Cafe,700,Dine-out
Dilli Darbar,Yes,No,3.5,180,Whitefield,Casual Dining,500,Dine-out
New Punjabi Tasty Khana,Yes,No,3.0,177,Whitefield,Quick Bites,400,Dine-out
Chatora,Yes,No,3.5,108,Marathahalli,Quick Bites,300,Dine-out
Annapurna Bengali Restaurant,No,No,3.9,50,Whitefield,Casual Dining,500,Dine-out
The Big Spoon,Yes,No,3.8,45,Whitefield,Casual Dining,750,Dine-out
Sangam Sweets,Yes,No,,0,Marathahalli,Sweet Shop,200,Dine-out
Chaat Junction,No,No,3.6,12,Whitefield,Quick Bites,200,Dine-out
Raj Donne Biriyani,Yes,No,3.5,15,Marathahalli,Quick Bites,450,Dine-out
Zodiac,No,No,3.6,62,Whitefield,Casual Dining,"1,500",Dine-out
O2 Juice Bar,Yes,No,3.5,11,Marathahalli,"Beverage Shop, Quick Bites",200,Dine-out
Hasee-E-Shan Makers Of Biryani,Yes,No,3.5,15,Whitefield,Casual Dining,500,Dine-out
The Early bell,Yes,No,3.9,191,Whitefield,Quick Bites,300,Dine-out
Miro Bar - Miraya Hotel & Residences,No,No,3.8,26,Whitefield,Lounge,"2,000",Dine-out
Sizzles,No,No,,0,Whitefield,Casual Dining,800,Dine-out
Delight food,Yes,No,,0,Marathahalli,Quick Bites,250,Dine-out
M Bar - Bengaluru Marriott Hotel Whitefield,No,No,3.9,75,Whitefield,"Fine Dining, Bar","2,000",Dine-out
Akshara,Yes,No,4.0,136,Marathahalli,Casual Dining,"1,000",Dine-out
Jhanhavi Restaurant,Yes,No,3.1,105,Marathahalli,Quick Bites,400,Dine-out
Mangalore Lunch Home,Yes,No,3.4,8,Whitefield,Quick Bites,300,Dine-out
The Egg Factory,Yes,No,4.0,738,Whitefield,Casual Dining,750,Dine-out
RPS Food Corner,Yes,No,3.2,7,Marathahalli,Quick Bites,400,Dine-out
Quality Eat,Yes,No,,0,Whitefield,Casual Dining,400,Dine-out
Delhi Walle,No,No,3.7,116,Whitefield,Quick Bites,300,Dine-out
Odisha Platter,Yes,No,3.8,294,Marathahalli,Quick Bites,350,Dine-out
Bangaliana,Yes,No,3.6,124,Marathahalli,Quick Bites,600,Dine-out
Sankranti,Yes,No,3.6,83,Marathahalli,Casual Dining,600,Dine-out
Treat Restaurant,Yes,No,2.8,31,Whitefield,Casual Dining,400,Dine-out
The Chocolate Heaven,Yes,No,3.1,175,Whitefield,"Dessert Parlor, Quick Bites",600,Dine-out
The Grains,Yes,No,,0,Marathahalli,Quick Bites,300,Dine-out
Pot Biryani,Yes,No,3.1,111,Whitefield,Quick Bites,600,Dine-out
New Milestone Restaurant,Yes,No,,0,Marathahalli,Casual Dining,700,Dine-out
Cafe Petu,Yes,No,3.8,373,Marathahalli,Quick Bites,300,Dine-out
Desi Bites,Yes,No,3.9,79,Marathahalli,Quick Bites,250,Dine-out
Ashirvad Veg,No,No,3.4,9,Marathahalli,Quick Bites,300,Dine-out
Rajwada Food,Yes,No,3.5,16,Marathahalli,Quick Bites,300,Dine-out
Citrus Cafe - Lemon Tree Hotel,No,No,3.8,118,Whitefield,Casual Dining,"1,900",Dine-out
Slounge - Lemon Tree Hotel,No,No,3.9,21,Whitefield,Lounge,"1,500",Dine-out
Hashtag Kitchen,Yes,No,3.4,51,Marathahalli,Casual Dining,600,Dine-out
Chinese Chaska,Yes,No,3.1,125,Whitefield,Casual Dining,550,Dine-out
At North Parontha Hut,No,No,,0,Whitefield,Quick Bites,200,Dine-out
Checkered Bar - MGM Mark,No,No,3.6,19,Whitefield,Lounge,"1,300",Dine-out
Whitefield Bar and Grill - Bengaluru Marriott Hotel...,No,Yes,4.2,74,Whitefield,Fine Dining,"3,000",Dine-out
Afoozoo - Ginger Hotel,No,No,3.5,40,Whitefield,Casual Dining,800,Dine-out
Keys Cafe - Keys Hotel,No,No,2.8,161,Whitefield,"Casual Dining, Bar","1,200",Dine-out
Flavors of India,Yes,No,3.6,34,Marathahalli,Casual Dining,800,Dine-out
Cafe Noir,Yes,No,3.4,4,Whitefield,Casual Dining,"1,500",Dine-out
Kabab Mirchi,No,No,3.4,46,Whitefield,Quick Bites,350,Dine-out
Food Point,No,No,3.2,167,Whitefield,Casual Dining,450,Dine-out
Faasos,Yes,No,3.8,632,Marathahalli,Quick Bites,500,Dine-out
Kaati Zone,Yes,No,3.3,184,Marathahalli,Quick Bites,350,Dine-out
Bangalore Agarwal Bhavan,No,No,3.0,5,Whitefield,Quick Bites,500,Dine-out
The Restaurant,No,No,3.7,23,Marathahalli,Casual Dining,"1,200",Dine-out
Master Chifoo,Yes,No,3.9,55,Marathahalli,Casual Dining,800,Dine-out
Chaai Resto,Yes,No,3.4,4,Marathahalli,"Beverage Shop, Quick Bites",250,Dine-out
California Burrito,No,No,3.9,123,Whitefield,"Food Court, Quick Bites",400,Dine-out
Temptation,No,No,,0,Whitefield,Quick Bites,300,Dine-out
Pizza Hut,Yes,No,2.2,310,Marathahalli,Quick Bites,750,Dine-out
HIGH SKY,No,No,3.6,32,Whitefield,Casual Dining,"1,000",Dine-out
Chefactory Gold by Flechazo,Yes,No,3.7,353,Whitefield,Casual Dining,700,Dine-out
Chacha Ka Dhaba,No,No,,0,Whitefield,Quick Bites,400,Dine-out
Sri Lakshmi Vaibhav,Yes,No,3.7,14,Marathahalli,Quick Bites,500,Dine-out
Rolls On Wheels,No,No,3.6,255,Marathahalli,Quick Bites,200,Dine-out
Kamakshi Kitchen,Yes,No,3.7,28,Marathahalli,Quick Bites,350,Dine-out
Kerala Restaurant,Yes,No,3.4,66,Whitefield,Quick Bites,450,Dine-out
Food Square,Yes,No,3.6,16,Marathahalli,Quick Bites,200,Dine-out
Namak Swad Anusaar,Yes,No,3.8,155,Marathahalli,Quick Bites,400,Dine-out
Mayura Vybhava,No,No,3.2,11,Whitefield,Quick Bites,250,Dine-out
Lassi Xpress,No,No,3.4,7,"ITPL Main Road, Whitefield",Beverage Shop,200,Dine-out
The Farm House Bar n Grill,No,No,3.7,34,Whitefield,"Casual Dining, Bar",800,Dine-out
Cafe Olive,No,No,3.1,14,Marathahalli,Cafe,500,Dine-out
Marhaba,Yes,No,3.4,8,Whitefield,Food Court,500,Dine-out
Namma Madurai,Yes,No,3.6,20,"Varthur Main Road, Whitefield",Quick Bites,200,Dine-out
The Wok,Yes,No,2.8,89,Whitefield,Food Court,500,Dine-out
Biriyani Section,Yes,No,,0,Whitefield,Quick Bites,300,Dine-out
Paratha Point,Yes,No,,0,"ITPL Main Road, Whitefield",Quick Bites,250,Dine-out
The London Shakes,Yes,No,4.1,31,Marathahalli,Quick Bites,300,Dine-out
KC Das - Sweet Sensation,No,No,2.9,31,Whitefield,"Sweet Shop, Quick Bites",200,Dine-out
Palar Restaurant,No,No,3.6,19,Marathahalli,Casual Dining,700,Dine-out
Nellore Mess & Tiffens,No,No,3.5,16,Whitefield,Mess,200,Dine-out
Southern Spice,No,Yes,3.0,83,Whitefield,Casual Dining,"1,200",Dine-out
Konaseema Grand,Yes,No,3.2,379,Whitefield,Casual Dining,"1,000",Dine-out
Tim Cafe,Yes,No,3.6,39,Marathahalli,Cafe,250,Dine-out
Nawabi Zaica,Yes,No,3.5,19,Marathahalli,Casual Dining,600,Dine-out
Petoo,Yes,No,3.8,35,Whitefield,Casual Dining,800,Dine-out
HMS Hyderabad Bawarchi,Yes,No,,0,Whitefield,Casual Dining,500,Dine-out
Wok With Chung,No,No,3.8,688,Marathahalli,Casual Dining,"1,000",Dine-out
Odia By Nature,No,No,3.7,41,Marathahalli,Quick Bites,500,Dine-out
New Udupi Delicacy,Yes,No,3.7,70,Whitefield,Quick Bites,300,Dine-out
Regale Restaurant,Yes,No,3.6,68,Marathahalli,Quick Bites,350,Dine-out
Hyderabad Cuisine Multicuisine Restaurant,No,No,3.7,198,Whitefield,Casual Dining,700,Dine-out
Late Night,No,No,3.0,17,Marathahalli,,500,Dine-out
Spice Boulevard,No,No,3.9,90,Whitefield,Cafe,700,Dine-out
Hyderabad Cuisine,No,No,2.8,70,"Varthur Main Road, Whitefield",Casual Dining,650,Dine-out
Kerala Kitchen,No,No,3.4,82,Marathahalli,,550,Dine-out
China On My Plate,Yes,No,3.0,17,Whitefield,Casual Dining,800,Dine-out
Paprica,Yes,No,2.6,118,Marathahalli,"Casual Dining, Bar","1,200",Dine-out
Whitefield Baking Company - Bengaluru Marriott Hotel...,No,No,3.9,57,Whitefield,"Bakery, Cafe",400,Dine-out
Kaka Food Corner,Yes,No,3.4,86,Whitefield,Quick Bites,300,Dine-out
New Udupi Upahar,Yes,No,3.8,39,Marathahalli,Quick Bites,300,Dine-out
Parasme,Yes,No,3.6,42,Marathahalli,"Quick Bites, Dessert Parlor",400,Dine-out
Decker's Lane,Yes,No,2.1,242,Marathahalli,Quick Bites,400,Dine-out
Thalassery Restaurant,Yes,No,3.1,509,Marathahalli,Quick Bites,500,Dine-out
Chill,No,No,3.8,42,Whitefield,Casual Dining,800,Dine-out
Unlock - The Restobar - Keys Hotel,No,No,3.7,32,Whitefield,Lounge,"2,000",Dine-out
Oak Tavern,No,No,3.5,9,Whitefield,Casual Dining,"1,000",Dine-out
Corprate Biriyani Adda,No,No,3.0,5,Whitefield,Casual Dining,500,Dine-out
Bharatkhana,No,No,3.4,6,Marathahalli,Casual Dining,400,Dine-out
Rajgarh,No,No,,0,Whitefield,Casual Dining,"1,200",Dine-out
Fashion Knack Cafe,No,No,3.7,18,Whitefield,Cafe,250,Dine-out
Friendz Zone,Yes,No,3.6,39,Whitefield,Quick Bites,400,Dine-out
UBCR,Yes,No,3.6,9,Marathahalli,Cafe,"1,000",Dine-out
Oven Fresh,No,No,2.9,21,Whitefield,Quick Bites,600,Dine-out
S.M.S.Evening Fast Food,No,No,3.4,10,Whitefield,Quick Bites,150,Dine-out
Best In Klass,Yes,No,3.2,47,Whitefield,Quick Bites,200,Dine-out
Imli,No,No,3.3,13,Marathahalli,Quick Bites,250,Dine-out
Samosa Singh,Yes,No,3.2,5,"Varthur Main Road, Whitefield",Quick Bites,250,Dine-out
Desi Khana,Yes,No,3.4,242,"Varthur Main Road, Whitefield",Quick Bites,300,Dine-out
Karavalli Food Court,No,No,3.2,4,Whitefield,Casual Dining,400,Dine-out
Cafe of Joy,No,No,3.7,51,Whitefield,Casual Dining,600,Dine-out
